ip,msg,score
45.194.199.206,":'Path Traversal Attack (/../)',",15
45.194.199.206,":'Remote Command Execution: Wildcard bypass technique attempt',",3
45.194.199.206,":'SQL Comment Sequence Detected.',",3
45.194.199.206,MSG,0
45.194.236.166,":'Path Traversal Attack (/../)',",3
45.194.236.166,MSG,0
45.194.236.174,MSG,0
45.194.236.186,":'PHP Injection Attack: High-Risk PHP Function Call Found',",10
45.194.236.186,":'PHP Injection Attack: Low-Value PHP Function Call Found',",10
45.194.236.186,":'SQL Comment Sequence Detected.',",10
45.194.236.186,":'SQL Injection Attack',",10
45.194.236.186,MSG,0
45.194.236.218,MSG,0
45.194.236.222,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1665
45.194.236.222,":'PHP Injection Attack: Low-Value PHP Function Call Found',",550
45.194.236.222,":'PHP Injection Attack: PHP Open Tag Found',",3
45.194.236.222,":'PHP Injection Attack: Variables Found',",300
45.194.236.222,":'Possible XSS Attack Detected - HTML Tag Handler',",3
45.194.236.222,":'SQL Comment Sequence Detected.',",247
45.194.236.222,":'SQL Injection Attack',",1662
45.194.236.222,":'XSS Filter - Category 5: Disallowed HTML Attributes',",3
45.194.236.246,":'PHP Injection Attack: High-Risk PHP Function Call Found',",358
45.194.236.246,":'PHP Injection Attack: Low-Value PHP Function Call Found',",107
45.194.236.246,":'PHP Injection Attack: PHP Open Tag Found',",1
45.194.236.246,":'PHP Injection Attack: Variable Function Call Found',",1
45.194.236.246,":'PHP Injection Attack: Variables Found',",80
45.194.236.246,":'Possible XSS Attack Detected - HTML Tag Handler',",12
45.194.236.246,":'Remote Command Execution: Unix Shell Expression Found',",1
45.194.236.246,":'SQL Comment Sequence Detected.',",25
45.194.236.246,":'SQL Injection Attack',",359
45.194.236.246,":'XSS Filter - Category 5: Disallowed HTML Attributes',",12
45.194.236.254,":'Path Traversal Attack (/../)',",2
45.194.236.254,MSG,0
45.194.236.26,MSG,0
45.194.236.34,MSG,0
45.194.236.42,MSG,0
45.194.243.138,MSG,0
45.194.243.162,MSG,0
45.194.243.74,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2
45.194.243.74,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
45.194.243.74,":'PHP Injection Attack: PHP Open Tag Found',",1
45.194.243.74,":'PHP Injection Attack: Variable Function Call Found',",1
45.194.243.74,":'Remote Command Execution: Unix Shell Expression Found',",1
45.194.243.74,":'SQL Injection Attack',",1
45.195.106.2,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2929
45.195.106.2,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2333
45.195.106.2,":'PHP Injection Attack: PHP Open Tag Found',",5
45.195.106.2,":'PHP Injection Attack: Variable Function Call Found',",2
45.195.106.2,":'PHP Injection Attack: Variables Found',",2197
45.195.106.2,":'Path Traversal Attack (/../)',",2
45.195.106.2,":'Remote Command Execution: Unix Shell Expression Found',",1
45.195.106.2,":'SQL Comment Sequence Detected.',",132
45.195.106.2,":'SQL Injection Attack',",2746
45.195.106.2,":'SQL Injection Attack: Common DB Names Detected',",1
45.195.106.2,MSG,0
45.195.172.2,":'PHP Injection Attack: High-Risk PHP Function Call Found',",134
45.195.172.2,":'PHP Injection Attack: Low-Value PHP Function Call Found',",118
45.195.172.2,":'PHP Injection Attack: PHP Open Tag Found',",1
45.195.172.2,":'PHP Injection Attack: Variables Found',",116
45.195.172.2,":'Possible XSS Attack Detected - HTML Tag Handler',",2
45.195.172.2,":'SQL Injection Attack',",134
45.195.172.2,":'SQL Injection Attack: Common DB Names Detected',",1
45.195.172.2,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
45.195.172.2,MSG,0
45.195.214.186,":'Path Traversal Attack (/../)',",6
45.195.214.186,MSG,0
45.195.214.90,MSG,0
45.195.90.137,MSG,0
45.195.96.194,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
45.195.96.194,":'PHP Injection Attack: PHP Open Tag Found',",2
45.195.96.194,":'PHP Injection Attack: Variable Function Call Found',",2
45.195.96.194,":'Path Traversal Attack (/../)',",3
45.195.96.194,":'SQL Injection Attack',",1
45.195.96.194,MSG,0
45.199.100.138,":'PHP Injection Attack: High-Risk PHP Function Call Found',",299
45.199.100.138,":'PHP Injection Attack: Low-Value PHP Function Call Found',",253
45.199.100.138,":'PHP Injection Attack: PHP Open Tag Found',",3
45.199.100.138,":'PHP Injection Attack: Variables Found',",225
45.199.100.138,":'Path Traversal Attack (/../)',",3
45.199.100.138,":'Possible XSS Attack Detected - HTML Tag Handler',",6
45.199.100.138,":'SQL Comment Sequence Detected.',",27
45.199.100.138,":'SQL Injection Attack',",296
45.199.100.138,":'XSS Filter - Category 5: Disallowed HTML Attributes',",6
45.199.100.182,":'PHP Injection Attack: High-Risk PHP Function Call Found',",72
45.199.100.182,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2
45.199.100.182,":'PHP Injection Attack: PHP Open Tag Found',",2
45.199.100.182,":'Possible XSS Attack Detected - HTML Tag Handler',",1
45.199.100.182,":'SQL Injection Attack',",41
45.199.100.182,":'XSS Filter - Category 5: Disallowed HTML Attributes',",1
45.199.100.182,MSG,0
45.199.100.186,":'PHP Injection Attack: High-Risk PHP Function Call Found',",805
45.199.100.186,":'PHP Injection Attack: Low-Value PHP Function Call Found',",565
45.199.100.186,":'PHP Injection Attack: PHP Open Tag Found',",1
45.199.100.186,":'PHP Injection Attack: Variable Function Call Found',",1
45.199.100.186,":'PHP Injection Attack: Variables Found',",562
45.199.100.186,":'Path Traversal Attack (/../)',",16
45.199.100.186,":'Remote Command Execution: Wildcard bypass technique attempt',",18
45.199.100.186,":'SQL Comment Sequence Detected.',",21
45.199.100.186,":'SQL Injection Attack',",730
45.199.13.134,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2
45.199.13.134,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2
45.199.13.134,":'PHP Injection Attack: Variables Found',",2
45.199.13.134,":'SQL Injection Attack',",2
45.199.13.234,":'Path Traversal Attack (/../)',",1
45.199.13.234,MSG,0
45.199.131.122,":'PHP Injection Attack: High-Risk PHP Function Call Found',",22
45.199.131.122,":'PHP Injection Attack: Low-Value PHP Function Call Found',",16
45.199.131.122,":'PHP Injection Attack: Variables Found',",16
45.199.131.122,":'SQL Injection Attack',",17
45.199.92.86,":'Path Traversal Attack (/../)',",3
45.199.92.86,MSG,0
45.199.93.10,MSG,0
45.199.93.110,MSG,0
45.199.93.126,":'PHP Injection Attack: High-Risk PHP Function Call Found',",613
45.199.93.126,":'PHP Injection Attack: Low-Value PHP Function Call Found',",506
45.199.93.126,":'PHP Injection Attack: PHP Open Tag Found',",9
45.199.93.126,":'PHP Injection Attack: Variable Function Call Found',",3
45.199.93.126,":'PHP Injection Attack: Variables Found',",495
45.199.93.126,":'Path Traversal Attack (/../)',",6
45.199.93.126,":'Possible XSS Attack Detected - HTML Tag Handler',",4
45.199.93.126,":'SQL Comment Sequence Detected.',",9
45.199.93.126,":'SQL Injection Attack',",607
45.199.93.126,":'XSS Filter - Category 5: Disallowed HTML Attributes',",4
45.199.93.194,":'PHP Injection Attack: High-Risk PHP Function Call Found',",19
45.199.93.194,":'PHP Injection Attack: Low-Value PHP Function Call Found',",9
45.199.93.194,":'SQL Comment Sequence Detected.',",9
45.199.93.194,":'SQL Injection Attack',",19
45.199.93.194,MSG,0
45.199.93.226,":'PHP Injection Attack: High-Risk PHP Function Call Found',",8
45.199.93.226,MSG,0
45.199.93.254,":'Path Traversal Attack (/../)',",2
45.199.93.254,MSG,0
45.199.94.166,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",2
45.199.94.166,":'PHP Injection Attack: High-Risk PHP Function Call Found',",5736
45.199.94.166,":'PHP Injection Attack: Low-Value PHP Function Call Found',",5452
45.199.94.166,":'PHP Injection Attack: PHP Open Tag Found',",13
45.199.94.166,":'PHP Injection Attack: Variable Function Call Found',",2
45.199.94.166,":'PHP Injection Attack: Variables Found',",5310
45.199.94.166,":'Path Traversal Attack (/../)',",10
45.199.94.166,":'Possible XSS Attack Detected - HTML Tag Handler',",2
45.199.94.166,":'Remote Command Execution: Wildcard bypass technique attempt',",2
45.199.94.166,":'SQL Comment Sequence Detected.',",122
45.199.94.166,":'SQL Hex Encoding Identified',",2
45.199.94.166,":'SQL Injection Attack',",5688
45.199.94.166,":'SQL Injection Attack: Common DB Names Detected',",1
45.199.94.166,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
45.199.94.166,MSG,0
45.199.94.58,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",1
45.199.94.58,":'PHP Injection Attack: High-Risk PHP Function Call Found',",742
45.199.94.58,":'PHP Injection Attack: Low-Value PHP Function Call Found',",558
45.199.94.58,":'PHP Injection Attack: PHP Open Tag Found',",9
45.199.94.58,":'PHP Injection Attack: Variable Function Call Found',",5
45.199.94.58,":'PHP Injection Attack: Variables Found',",517
45.199.94.58,":'Path Traversal Attack (/../)',",19
45.199.94.58,":'Possible XSS Attack Detected - HTML Tag Handler',",3
45.199.94.58,":'Remote Command Execution: Unix Shell Expression Found',",107
45.199.94.58,":'SQL Comment Sequence Detected.',",124
45.199.94.58,":'SQL Hex Encoding Identified',",1
45.199.94.58,":'SQL Injection Attack',",639
45.199.94.58,":'SQL Injection Attack: Common DB Names Detected',",4
45.199.94.58,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
45.199.95.114,":'PHP Injection Attack: High-Risk PHP Function Call Found',",3
45.199.95.114,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
45.199.95.114,":'PHP Injection Attack: PHP Open Tag Found',",3
45.199.95.114,":'PHP Injection Attack: Variable Function Call Found',",3
45.199.95.114,":'Path Traversal Attack (/../)',",2
45.199.95.114,":'Possible XSS Attack Detected - HTML Tag Handler',",2
45.199.95.114,":'Remote Command Execution: Unix Shell Expression Found',",3
45.199.95.114,":'Remote Command Execution: Wildcard bypass technique attempt',",1
45.199.95.114,":'SQL Comment Sequence Detected.',",1
45.199.95.114,":'SQL Injection Attack',",2
45.199.95.114,":'SQL Injection Attack: Common DB Names Detected',",1
45.199.95.114,":'XSS Filter - Category 3: Attribute Vector',",1
45.199.95.114,":'XSS Filter - Category 4: Javascript URI Vector',",1
45.199.95.118,MSG,0
45.199.95.122,MSG,0
45.199.95.230,MSG,0
45.199.95.34,":'PHP Injection Attack: PHP Open Tag Found',",1
45.199.95.34,":'PHP Injection Attack: Variable Function Call Found',",1
45.199.95.34,":'Path Traversal Attack (/../)',",1
45.199.95.34,MSG,0
45.203.114.150,":'PHP Injection Attack: High-Risk PHP Function Call Found',",12
45.203.114.150,":'PHP Injection Attack: Low-Value PHP Function Call Found',",8
45.203.114.150,":'PHP Injection Attack: PHP Open Tag Found',",5
45.203.114.150,":'PHP Injection Attack: Variable Function Call Found',",5
45.203.114.150,":'PHP Injection Attack: Variables Found',",4
45.203.114.150,":'Path Traversal Attack (/../)',",1
45.203.114.150,":'Remote Command Execution: Unix Shell Expression Found',",4
45.203.114.150,":'SQL Injection Attack',",8
45.203.114.150,MSG,0
45.203.114.170,MSG,0
45.203.114.222,":'Path Traversal Attack (/../)',",3
45.203.114.222,MSG,0
45.203.90.10,":'PHP Injection Attack: High-Risk PHP Function Call Found',",16
45.203.90.10,":'PHP Injection Attack: Low-Value PHP Function Call Found',",5
45.203.90.10,":'PHP Injection Attack: Variables Found',",4
45.203.90.10,":'SQL Comment Sequence Detected.',",1
45.203.90.10,":'SQL Injection Attack',",16
45.203.90.10,MSG,0
45.203.90.170,MSG,0
45.203.90.2,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2315
45.203.90.2,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1541
45.203.90.2,":'PHP Injection Attack: Variables Found',",1380
45.203.90.2,":'Path Traversal Attack (/../)',",1
45.203.90.2,":'Possible XSS Attack Detected - HTML Tag Handler',",7
45.203.90.2,":'Remote Command Execution: Wildcard bypass technique attempt',",2
45.203.90.2,":'SQL Comment Sequence Detected.',",164
45.203.90.2,":'SQL Injection Attack',",2312
45.203.90.2,":'SQL Injection Attack: Common DB Names Detected',",1
45.203.90.2,":'XSS Filter - Category 5: Disallowed HTML Attributes',",6
45.203.90.30,":'PHP Injection Attack: High-Risk PHP Function Call Found',",78
45.203.90.30,":'PHP Injection Attack: Low-Value PHP Function Call Found',",55
45.203.90.30,":'PHP Injection Attack: PHP Open Tag Found',",3
45.203.90.30,":'PHP Injection Attack: Variable Function Call Found',",2
45.203.90.30,":'PHP Injection Attack: Variables Found',",54
45.203.90.30,":'Path Traversal Attack (/../)',",3
45.203.90.30,":'Possible XSS Attack Detected - HTML Tag Handler',",3
45.203.90.30,":'Remote Command Execution: Wildcard bypass technique attempt',",1
45.203.90.30,":'SQL Comment Sequence Detected.',",1
45.203.90.30,":'SQL Injection Attack',",75
45.203.90.30,":'XSS Filter - Category 5: Disallowed HTML Attributes',",3
45.251.228.122,MSG,0
45.34.129.154,":'PHP Injection Attack: PHP Open Tag Found',",1
45.34.129.154,":'PHP Injection Attack: Variable Function Call Found',",1
45.34.129.154,":'Path Traversal Attack (/../)',",5
45.34.129.154,MSG,0
45.34.130.82,":'PHP Injection Attack: High-Risk PHP Function Call Found',",9
45.34.130.82,":'Path Traversal Attack (/../)',",1
45.34.130.82,":'SQL Injection Attack',",8
45.34.130.82,MSG,0
45.34.140.178,":'Path Traversal Attack (/../)',",1
45.34.140.178,MSG,0
45.34.147.74,MSG,0
45.34.155.50,":'Path Traversal Attack (/../)',",6
45.34.155.50,MSG,0
45.34.192.98,MSG,0
45.34.195.226,MSG,0
45.34.20.26,":'PHP Injection Attack: High-Risk PHP Function Call Found',",14
45.34.20.26,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2
45.34.20.26,":'PHP Injection Attack: PHP Open Tag Found',",2
45.34.20.26,":'PHP Injection Attack: Variable Function Call Found',",2
45.34.20.26,":'Path Traversal Attack (/../)',",5
45.34.20.26,":'Remote Command Execution: Unix Shell Expression Found',",3
45.34.20.26,":'SQL Comment Sequence Detected.',",2
45.34.20.26,":'SQL Injection Attack',",10
45.34.20.26,MSG,0
45.34.247.18,":'PHP Injection Attack: High-Risk PHP Function Call Found',",24817
45.34.247.18,":'PHP Injection Attack: Low-Value PHP Function Call Found',",23241
45.34.247.18,":'PHP Injection Attack: Variables Found',",23241
45.34.247.18,":'SQL Comment Sequence Detected.',",18
45.34.247.18,":'SQL Injection Attack',",24817
45.34.28.26,":'PHP Injection Attack: High-Risk PHP Function Call Found',",3
45.34.28.26,":'PHP Injection Attack: PHP Open Tag Found',",3
45.34.28.26,":'PHP Injection Attack: Variable Function Call Found',",3
45.34.28.26,":'Remote Command Execution: Unix Shell Expression Found',",3
45.34.28.26,MSG,0
45.34.29.66,":'PHP Injection Attack: PHP Open Tag Found',",1
45.34.29.66,":'PHP Injection Attack: Variable Function Call Found',",1
45.34.29.66,":'Path Traversal Attack (/../)',",1
45.34.29.66,MSG,0
45.34.31.90,":'PHP Injection Attack: High-Risk PHP Function Call Found',",99
45.34.31.90,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3
45.34.31.90,":'Remote Command Execution: Unix Shell Expression Found',",2
45.34.31.90,":'SQL Injection Attack',",96
45.34.32.242,":'PHP Injection Attack: High-Risk PHP Function Call Found',",16
45.34.32.242,":'PHP Injection Attack: Low-Value PHP Function Call Found',",12
45.34.32.242,":'PHP Injection Attack: PHP Open Tag Found',",2
45.34.32.242,":'PHP Injection Attack: Variable Function Call Found',",2
45.34.32.242,":'PHP Injection Attack: Variables Found',",11
45.34.32.242,":'Path Traversal Attack (/../)',",2
45.34.32.242,":'Remote Command Execution: Unix Shell Expression Found',",3
45.34.32.242,":'SQL Comment Sequence Detected.',",1
45.34.32.242,":'SQL Injection Attack',",14
45.34.32.242,MSG,0
45.34.34.130,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
45.34.34.130,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
45.34.34.130,":'Path Traversal Attack (/../)',",1
45.34.35.58,MSG,0
45.34.39.90,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2
45.34.39.90,":'PHP Injection Attack: PHP Open Tag Found',",1
45.34.39.90,":'PHP Injection Attack: Variable Function Call Found',",1
45.34.39.90,":'Path Traversal Attack (/../)',",2
45.34.39.90,":'SQL Injection Attack',",2
45.34.39.90,MSG,0
45.34.40.162,":'PHP Injection Attack: High-Risk PHP Function Call Found',",118
45.34.40.162,":'PHP Injection Attack: Low-Value PHP Function Call Found',",38
45.34.40.162,":'PHP Injection Attack: PHP Open Tag Found',",2
45.34.40.162,":'PHP Injection Attack: Variable Function Call Found',",5
45.34.40.162,":'Path Traversal Attack (/../)',",9
45.34.40.162,":'Remote Command Execution: Unix Shell Expression Found',",45
45.34.40.162,":'SQL Comment Sequence Detected.',",11
45.34.40.162,":'SQL Injection Attack',",83
45.34.40.162,MSG,0
45.34.42.10,MSG,0
45.34.44.162,MSG,0
45.34.48.66,":'PHP Injection Attack: High-Risk PHP Function Call Found',",3
45.34.48.66,":'PHP Injection Attack: Low-Value PHP Function Call Found',",3
45.34.48.66,":'SQL Comment Sequence Detected.',",3
45.34.48.66,":'SQL Injection Attack',",3
45.34.56.194,MSG,0
45.34.68.218,MSG,0
45.34.69.2,":'PHP Injection Attack: High-Risk PHP Function Call Found',",7
45.34.69.2,":'Path Traversal Attack (/../)',",44
45.34.69.2,":'SQL Injection Attack',",7
45.34.69.2,MSG,0
45.34.70.234,":'PHP Injection Attack: High-Risk PHP Function Call Found',",520
45.34.70.234,":'PHP Injection Attack: Low-Value PHP Function Call Found',",18
45.34.70.234,":'PHP Injection Attack: PHP Open Tag Found',",2
45.34.70.234,":'PHP Injection Attack: Variable Function Call Found',",2
45.34.70.234,":'Path Traversal Attack (/../)',",1
45.34.70.234,":'Remote Command Execution: Unix Shell Expression Found',",16
45.34.70.234,":'SQL Injection Attack',",488
45.34.70.234,MSG,0
45.34.73.210,":'PHP Injection Attack: PHP Open Tag Found',",1
45.34.73.210,":'PHP Injection Attack: Variable Function Call Found',",1
45.34.73.210,":'Path Traversal Attack (/../)',",3
45.34.73.210,MSG,0
45.34.73.74,MSG,0
45.34.76.242,":'PHP Injection Attack: High-Risk PHP Function Call Found',",49
45.34.76.242,":'SQL Injection Attack',",44
45.34.77.106,MSG,0
45.34.8.11,MSG,0
45.34.80.154,MSG,0
45.34.94.82,":'PHP Injection Attack: High-Risk PHP Function Call Found',",70
45.34.94.82,":'PHP Injection Attack: Low-Value PHP Function Call Found',",49
45.34.94.82,":'PHP Injection Attack: PHP Open Tag Found',",6
45.34.94.82,":'PHP Injection Attack: Variable Function Call Found',",6
45.34.94.82,":'PHP Injection Attack: Variables Found',",45
45.34.94.82,":'Path Traversal Attack (/../)',",12
45.34.94.82,":'Remote Command Execution: Unix Shell Expression Found',",7
45.34.94.82,":'SQL Comment Sequence Detected.',",3
45.34.94.82,":'SQL Injection Attack',",67
45.34.94.82,MSG,0
45.35.121.242,MSG,0
45.35.174.138,MSG,0
45.35.174.68,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1288
45.35.174.68,":'PHP Injection Attack: Low-Value PHP Function Call Found',",704
45.35.174.68,":'PHP Injection Attack: PHP Open Tag Found',",11
45.35.174.68,":'PHP Injection Attack: Variable Function Call Found',",13
45.35.174.68,":'Path Traversal Attack (/../)',",63
45.35.174.68,":'Remote Command Execution: Unix Shell Expression Found',",47
45.35.174.68,":'SQL Comment Sequence Detected.',",680
45.35.174.68,":'SQL Injection Attack',",1144
45.35.174.68,MSG,0
45.35.175.242,":'PHP Injection Attack: PHP Open Tag Found',",1
45.35.175.242,":'PHP Injection Attack: Variable Function Call Found',",1
45.35.175.242,":'Path Traversal Attack (/../)',",1
45.35.175.242,MSG,0
45.35.179.130,MSG,0
45.35.224.42,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2
45.35.224.42,":'SQL Injection Attack',",2
45.35.224.42,":'SQL Injection Attack: Common DB Names Detected',",2
45.35.224.42,MSG,0
45.35.225.130,":'PHP Injection Attack: PHP Open Tag Found',",1
45.35.225.130,":'PHP Injection Attack: Variable Function Call Found',",1
45.35.225.130,":'Path Traversal Attack (/../)',",4
45.35.225.130,MSG,0
45.35.225.66,":'PHP Injection Attack: High-Risk PHP Function Call Found',",14
45.35.225.66,":'PHP Injection Attack: Low-Value PHP Function Call Found',",8
45.35.225.66,":'PHP Injection Attack: PHP Open Tag Found',",1
45.35.225.66,":'PHP Injection Attack: Variable Function Call Found',",1
45.35.225.66,":'Path Traversal Attack (/../)',",6
45.35.225.66,":'SQL Comment Sequence Detected.',",7
45.35.225.66,":'SQL Injection Attack',",13
45.35.225.66,MSG,0
45.35.225.90,":'PHP Injection Attack: PHP Open Tag Found',",1
45.35.225.90,":'PHP Injection Attack: Variable Function Call Found',",1
45.35.225.90,":'Path Traversal Attack (/../)',",1
45.35.225.90,MSG,0
45.35.226.66,":'PHP Injection Attack: High-Risk PHP Function Call Found',",4
45.35.226.66,":'PHP Injection Attack: PHP Open Tag Found',",3
45.35.226.66,":'PHP Injection Attack: Variable Function Call Found',",3
45.35.226.66,":'Path Traversal Attack (/../)',",6
45.35.226.66,MSG,0
45.35.227.130,":'PHP Injection Attack: High-Risk PHP Function Call Found',",196
45.35.227.130,":'PHP Injection Attack: Low-Value PHP Function Call Found',",165
45.35.227.130,":'PHP Injection Attack: PHP Open Tag Found',",1
45.35.227.130,":'PHP Injection Attack: Variable Function Call Found',",1
45.35.227.130,":'Path Traversal Attack (/../)',",1
45.35.227.130,":'Remote Command Execution: Unix Shell Expression Found',",13
45.35.227.130,":'SQL Comment Sequence Detected.',",158
45.35.227.130,":'SQL Injection Attack',",185
45.35.227.130,MSG,0
45.35.230.146,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2
45.35.230.146,":'PHP Injection Attack: Low-Value PHP Function Call Found',",496
45.35.230.146,":'PHP Injection Attack: PHP Open Tag Found',",251
45.35.230.146,":'PHP Injection Attack: Variable Function Call Found',",3
45.35.230.146,":'Path Traversal Attack (/../)',",14
45.35.230.146,":'Remote Command Execution: Unix Shell Expression Found',",248
45.35.230.146,":'SQL Injection Attack',",2
45.35.230.146,MSG,0
45.35.238.18,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
45.35.238.18,":'PHP Injection Attack: PHP Open Tag Found',",1
45.35.238.18,":'PHP Injection Attack: Variable Function Call Found',",1
45.35.238.18,":'Path Traversal Attack (/../)',",1
45.35.238.18,MSG,0
45.35.238.82,":'PHP Injection Attack: PHP Open Tag Found',",1
45.35.238.82,":'PHP Injection Attack: Variable Function Call Found',",1
45.35.238.82,":'Path Traversal Attack (/../)',",1
45.35.238.82,MSG,0
45.35.247.66,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1
45.35.247.66,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1
45.35.247.66,":'PHP Injection Attack: PHP Open Tag Found',",1
45.35.247.66,":'PHP Injection Attack: Variable Function Call Found',",1
45.35.247.66,":'Path Traversal Attack (/../)',",7
45.35.247.66,MSG,0
45.35.76.130,MSG,0
45.38.154.114,":'Path Traversal Attack (/../)',",1
45.38.154.114,MSG,0
45.38.154.178,MSG,0
45.38.63.138,":'Path Traversal Attack (/../)',",2
45.39.65.10,":'PHP Injection Attack: High-Risk PHP Function Call Found',",6587
45.39.65.10,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2919
45.39.65.10,":'PHP Injection Attack: PHP Open Tag Found',",10
45.39.65.10,":'PHP Injection Attack: Variable Function Call Found',",10
45.39.65.10,":'PHP Injection Attack: Variables Found',",2595
45.39.65.10,":'Path Traversal Attack (/../)',",4
45.39.65.10,":'Possible XSS Attack Detected - HTML Tag Handler',",12
45.39.65.10,":'Remote Command Execution: Unix Shell Expression Found',",6
45.39.65.10,":'SQL Comment Sequence Detected.',",334
45.39.65.10,":'SQL Injection Attack',",6551
45.39.65.10,":'SQL Injection Attack: Common DB Names Detected',",1
45.39.65.10,":'XSS Filter - Category 5: Disallowed HTML Attributes',",12
45.39.65.178,MSG,0
45.39.65.250,MSG,0
45.40.201.101,MSG,0
45.41.87.242,MSG,0
45.42.86.130,MSG,0
45.43.198.2,":'Path Traversal Attack (/../)',",4
45.43.198.2,MSG,0
45.63.35.21,MSG,0
45.63.51.215,MSG,0
45.64.247.32,":'PHP Injection Attack: High-Risk PHP Function Call Found',",7
45.64.247.32,":'PHP Injection Attack: Low-Value PHP Function Call Found',",7
45.64.247.32,":'PHP Injection Attack: PHP Open Tag Found',",1
45.64.247.32,":'PHP Injection Attack: Variable Function Call Found',",1
45.64.247.32,":'PHP Injection Attack: Variables Found',",7
45.64.247.32,":'Path Traversal Attack (/../)',",1
45.64.247.32,":'SQL Injection Attack',",7
45.64.247.32,MSG,0
45.76.18.213,MSG,0
45.76.205.74,MSG,0
46.196.252.120,MSG,0
46.214.146.60,MSG,0
46.229.168.132,":'Path Traversal Attack (/../)',",3
46.229.168.132,":'SQL Comment Sequence Detected.',",1
46.229.168.135,":'Path Traversal Attack (/../)',",3
46.229.168.137,":'Path Traversal Attack (/../)',",10
46.229.168.153,MSG,0
47.100.119.114,":'PHP Injection Attack: High-Risk PHP Function Call Found',",28254
47.100.119.114,":'PHP Injection Attack: Low-Value PHP Function Call Found',",6102
47.100.119.114,":'SQL Comment Sequence Detected.',",6102
47.100.119.114,":'SQL Injection Attack',",8191
47.100.48.188,":'PHP Injection Attack: High-Risk PHP Function Call Found',",5930
47.100.48.188,":'PHP Injection Attack: Low-Value PHP Function Call Found',",533
47.100.48.188,":'SQL Comment Sequence Detected.',",597
47.100.48.188,":'SQL Injection Attack',",1645
47.101.37.198,MSG,0
47.104.24.4,MSG,0
47.105.52.222,MSG,0
47.107.47.95,":'PHP Injection Attack: High-Risk PHP Function Call Found',",75155
47.107.47.95,":'PHP Injection Attack: Low-Value PHP Function Call Found',",68609
47.107.47.95,":'PHP Injection Attack: Variables Found',",68609
47.107.47.95,":'SQL Comment Sequence Detected.',",52
47.107.47.95,":'SQL Injection Attack',",75155
47.23.130.246,MSG,0
47.244.14.45,MSG,0
47.244.38.42,":'PHP Injection Attack: High-Risk PHP Function Call Found',",125
47.244.38.42,":'PHP Injection Attack: Low-Value PHP Function Call Found',",113
47.244.38.42,":'PHP Injection Attack: PHP Open Tag Found',",1
47.244.38.42,":'PHP Injection Attack: Variable Function Call Found',",1
47.244.38.42,":'PHP Injection Attack: Variables Found',",113
47.244.38.42,":'Path Traversal Attack (/../)',",2
47.244.38.42,":'Remote Command Execution: Unix Shell Expression Found',",122
47.244.38.42,":'Remote Command Execution: Wildcard bypass technique attempt',",8
47.244.38.42,":'SQL Comment Sequence Detected.',",130
47.244.38.42,":'SQL Injection Attack',",125
47.52.151.213,":'Path Traversal Attack (/../)',",2
47.52.151.213,MSG,0
47.52.161.40,":'PHP Injection Attack: High-Risk PHP Function Call Found',",337
47.52.161.40,":'PHP Injection Attack: Low-Value PHP Function Call Found',",311
47.52.161.40,":'PHP Injection Attack: PHP Open Tag Found',",1
47.52.161.40,":'PHP Injection Attack: Variable Function Call Found',",1
47.52.161.40,":'PHP Injection Attack: Variables Found',",303
47.52.161.40,":'Path Traversal Attack (/../)',",2
47.52.161.40,":'Possible XSS Attack Detected - HTML Tag Handler',",1
47.52.161.40,":'SQL Comment Sequence Detected.',",7
47.52.161.40,":'SQL Injection Attack',",333
47.52.161.40,":'SQL Injection Attack: Common DB Names Detected',",1
47.52.161.40,":'XSS Filter - Category 5: Disallowed HTML Attributes',",1
47.52.161.40,MSG,0
47.52.171.90,MSG,0
47.52.192.63,":'Path Traversal Attack (/../)',",2
47.52.192.63,MSG,0
